20180804;3;BlackOut;PUPstars;16:8,16:4;9660-CONNOR93,11238-Oderus,3886-seb,9884-wrath,12113-Jonji;17451-mock,17453-stomp,17452-cavern,17368-curry,14809-Arbiter;Mirage,Train;Fragadelphia 12;2325408
20180804;3;3 Canadians 2 Americans;Guerrilla Tactics;14:16,11:16;17473-iKoniK,13495-denya,15247-b0ssy,14808-Rascal,17509-iLLijah;11037-Ematics,2647-b33f,16685-FIEND,17378-ReckMONSTER,17320-ALEKSANDAR;Inferno,Overpass;Fragadelphia 12;2325405
20180804;3;ENCE;HAVU;14:16,16:12,25:23;695-allu,4076-Aerial,9816-Aleksib,11916-sergej,7248-xseveN;7775-juho,7821-sAw,9271-sLowi,11283-ottoNd,1378-zehN;Dust2,Nuke,Mirage;Finnish Championships 2018;2325296
20180804;3;KAIJU;Empire;13:16,16:9,16:19;17418-poNder,13256-isp,17419-neeko,17421-halo,17420-zCL;16863-Jynxxz,16866-KOOKY,16865-Magic,16864-ChurmZ,16867-blackpinklisa;Mirage,Cache,Overpass;Fragadelphia 12;2325399
20180804;1;Bulldozer;Battalion;7:16;14779-FATAL,14781-vhz,15449-segalla,558-prd,11745-luk;11727-Spr,17500-DorfusCB,11728-s0mbra,17502-nut,17501-brutAo;Mirage;Gamers Club Masters 2018 Paraná Qualifier;2325309
20180804;3;Interstellar;Flex Tape;16:5,9:16,16:5;17319-sid,13376-DreamZ,17198-Link,9827-Killpo1,13229-Snakes;17486-moso,17487-NicholasP,17488-K22G,17489-swordy,17490-mad4a;Inferno,Cache,Dust2;Fragadelphia 12;2325404
20180804;1;Vireo.pro;Hooked;12:16;15093-paperboy,15089-Rustun,15090-PwnAlone,9054-zNf,13230-motm;9259-witmer,13197-Laski,13182-xCeeD,12101-neptune,10374-mCe;Overpass;Fragadelphia 12;2325402
20180804;3;Excelerate;Swole Patrol;13:16;13232-tconnors,12102-djay,13235-L0NER,8710-agM,13177-stellar;7808-freakazoid,13188-Zellsis,15007-Cooper-,5021-swag,8513-yay;Inferno;Fragadelphia 12;2325400
20180804;1;Play4Lan;Battalion;16:10;17495-PLEEtS,17496-CHOT,17497-LEOZ,17498-Missau,17499-BEARD;11727-Spr,17500-DorfusCB,11728-s0mbra,17502-nut,17501-brutAo;Nuke;Gamers Club Masters 2018 Paraná Qualifier;2325308
20180804;3;140 Years of Exp;Dignitas fe;11:16,4:16;9546-ChEekz,9490-dopey,9068-planks,8749-Funshine,13390-koL;8640-EMUHLEET,8642-rain,8644-artStar,13324-milk,2648-CAth;Inferno,Nuke;Fragadelphia 12;2325383
20180804;3;Mythic;Whatever It Takes;22:20,16:13;8503-fl0m,9882-Polen,8504-LeX,7438-anger,8347-hazed;9500-ironmaN,14807-BooMie,2218-sfX,14303-Wreakveus,10622-PureR;Dust2,Train;Fragadelphia 12;2325381
20180804;1;RESOLUTE;Hooked;13:16;13254-TenZ,9875-food,9085-Toy,9845-vSa,14365-s0m;9259-witmer,13197-Laski,13182-xCeeD,12101-neptune,10374-mCe;Train;Fragadelphia 12;2325375
20180804;1;Swole Patrol;ownage;16:5;7808-freakazoid,13188-Zellsis,15007-Cooper-,5021-swag,8513-yay;10470-m1tch,14619-Infinite,12271-moose,8517-Relyks,11586-dapr;Overpass;Fragadelphia 12;2325377
20180804;1;Bulldozer;dreamWorse;16:4;14779-FATAL,14781-vhz,15449-segalla,558-prd,11745-luk;14891-esk4d4,15686-Dimas,10819-tt,12125-cryo,12555-g0d;Cache;Gamers Club Masters 2018 Paraná Qualifier;2325307
20180804;1;Vireo.pro;Ignite;16:10;15093-paperboy,15089-Rustun,15090-PwnAlone,9054-zNf,13230-motm;10373-recky,17095-1Mikey,14545-kuba,16597-4pack,16898-1flick;Mirage;Fragadelphia 12;2325374
20180804;1;iNTACT;Hooked;27:31;15255-Swahn,17044-Noxio,11035-Turismo,14203-Shakezullah,15436-optimus;9259-witmer,13197-Laski,13182-xCeeD,12101-neptune,10374-mCe;Mirage;Fragadelphia 12;2325358
20180804;1;Vision;Excelerate;14:16;13584-lanhero,13585-huynh,13589-Spongey,10372-kaboose,12713-floppy;13232-tconnors,12102-djay,13235-L0NER,8710-agM,13177-stellar;Train;Fragadelphia 12;2325376
20180804;1;Gorilla Gang;TeamOne;16:6;12089-Vanity,13249-oSee,13186-hydrex,13250-ben1337,12088-ryan;2529-Maluk3,11163-trk,10818-iDk,2532-mch,10504-NikoM;Mirage;Fragadelphia 12;2325379
20180804;1;ownage;Interstellar;16:11;10470-m1tch,14619-Infinite,12271-moose,8517-Relyks,11586-dapr;17319-sid,13376-DreamZ,17198-Link,9827-Killpo1,13229-Snakes;Mirage;Fragadelphia 12;2325373
20180804;1;dreamWorse;Battalion;9:16;14891-esk4d4,15686-Dimas,10819-tt,12125-cryo,12555-g0d;11727-Spr,17500-DorfusCB,11728-s0mbra,17502-nut,17501-brutAo;Mirage;Gamers Club Masters 2018 Paraná Qualifier;2325304
20180804;1;Whatever It Takes;Ignite;10:16;9500-ironmaN,14807-BooMie,2218-sfX,14303-Wreakveus,10622-PureR;10373-recky,17095-1Mikey,14545-kuba,16597-4pack,16898-1flick;Inferno;Fragadelphia 12;2325357
20180804;1;BlackOut;TeamOne;12:16;9660-CONNOR93,11238-Oderus,3886-seb,9884-wrath,12113-Jonji;2529-Maluk3,11163-trk,10818-iDk,2532-mch,10504-NikoM;Overpass;Fragadelphia 12;2325372
20180804;1;Gorilla Gang;3 Canadians 2 Americans;16:3;12089-Vanity,13249-oSee,13186-hydrex,13250-ben1337,12088-ryan;17473-iKoniK,13495-denya,15247-b0ssy,14808-Rascal,17509-iLLijah;Inferno;Fragadelphia 12;2325371
20180804;1;Excelerate;Mythic;16:9;13232-tconnors,12102-djay,13235-L0NER,8710-agM,13177-stellar;8503-fl0m,9882-Polen,8504-LeX,7438-anger,8347-hazed;Train;Fragadelphia 12;2325366
20180804;1;Swole Patrol;Hysteria;16:6;7808-freakazoid,13188-Zellsis,15007-Cooper-,5021-swag,8513-yay;14790-Mundle,16808-dangle,15126-RenZ,17358-HIA,17357-bite;Inferno;Fragadelphia 12;2325367
20180804;1;Vision;Grizzlys;16:4;13584-lanhero,13585-huynh,13589-Spongey,10372-kaboose,12713-floppy;15236-NANO,17472-Kizy,17471-MkaeL,17470-M3lio,11948-INCREDIBLE;Train;Fragadelphia 12;2325365
20180804;1;Guerrilla Tactics;Interstellar;8:16;11037-Ematics,2647-b33f,16685-FIEND,17378-ReckMONSTER,17320-ALEKSANDAR;17319-sid,13376-DreamZ,17198-Link,9827-Killpo1,13229-Snakes;Inferno;Fragadelphia 12;2325353
20180804;1;Flex Tape;3 Canadians 2 Americans;2:16;17486-moso,17487-NicholasP,17488-K22G,17489-swordy,17490-mad4a;17473-iKoniK,13495-denya,15247-b0ssy,14808-Rascal,17509-iLLijah;Mirage;Fragadelphia 12;2325354
20180804;1;BlackOut;KAIJU;16:5;9660-CONNOR93,11238-Oderus,3886-seb,9884-wrath,12113-Jonji;17418-poNder,13256-isp,17419-neeko,17421-halo,17420-zCL;Nuke;Fragadelphia 12;2325355
20180804;1;Hysteria;PUPstars;16:9;14790-Mundle,16808-dangle,15126-RenZ,17358-HIA,17357-bite;17451-mock,17453-stomp,17452-cavern,17368-curry,14809-Arbiter;Dust2;Fragadelphia 12;2325352
20180804;1;Mythic;Dignitas fe;16:10;8503-fl0m,9882-Polen,8504-LeX,7438-anger,8347-hazed;8640-EMUHLEET,8642-rain,8644-artStar,13324-milk,2648-CAth;Mirage;Fragadelphia 12;2325351
20180804;1;Bulldozer;Play4Lan;10:16;14779-FATAL,14781-vhz,15449-segalla,558-prd,11745-luk;17495-PLEEtS,17496-CHOT,17497-LEOZ,17498-Missau,17499-BEARD;Inferno;Gamers Club Masters 2018 Paraná Qualifier;2325303
20180804;1;Mentality;Grizzlys;8:16;13257-dVeeN,15052-DaneJoris,13307-Strings,17096-BASE,15051-w0w;15236-NANO,17472-Kizy,17471-MkaeL,17470-M3lio,11948-INCREDIBLE;Overpass;Fragadelphia 12;2325349
20180804;1;Excelerate;140 Years of Exp;16:2;13232-tconnors,12102-djay,13235-L0NER,8710-agM,13177-stellar;9546-ChEekz,9490-dopey,9068-planks,8749-Funshine,13390-koL;Train;Fragadelphia 12;2325350
20180804;3;SuperJymy;HAVU;19:15,6:16,11:16;9325-arvid,10114-BONA,8576-ZOREE,15563-SADDYX,14087-Jamppi;7775-juho,7821-sAw,9271-sLowi,11283-ottoNd,1378-zehN;Mirage,Dust2,Train;Finnish Championships 2018;2325294
20180804;1;TeamOne;Empire;16:5;2529-Maluk3,11163-trk,10818-iDk,2532-mch,10504-NikoM;16863-Jynxxz,16866-KOOKY,16865-Magic,16864-ChurmZ,16867-blackpinklisa;Mirage;Fragadelphia 12;2325356
20180804;3;TYLOO;Virtus.pro;22:20,9:16,22:18;8605-somebody,5187-Mo,7026-DD,7131-BnTeT,10263-xccurate;165-NEO,5386-byali,317-pashaBiceps,7356-MICHU,8324-morelz;Train,Inferno,Cache;IEM Shanghai 2018;2325161
20180804;1;Hysteria;Whatever It Takes;12:16;14790-Mundle,16808-dangle,15126-RenZ,17358-HIA,17357-bite;9500-ironmaN,14807-BooMie,2218-sfX,14303-Wreakveus,10622-PureR;Train;Fragadelphia 12;2325347
20180804;1;Big Frames;Guerrilla Tactics;4:16;10886-Nurfed,15097-Sidestep,13691-Church,14036-Welshyy,13218-PRDTR;11037-Ematics,2647-b33f,16685-FIEND,17378-ReckMONSTER,17320-ALEKSANDAR;Nuke;Fragadelphia 12;2325345
20180804;1;Flex Tape;squad;16:4;17486-moso,17487-NicholasP,17488-K22G,17489-swordy,17490-mad4a;17481-A,17482-sailawayxv,17484-Manyak,17483-kilo,17485-ChwE;Train;Fragadelphia 12;2325346
20180804;1;Hysteria;Clout Chasers;16:9;14790-Mundle,16808-dangle,15126-RenZ,17358-HIA,17357-bite;16904-MaestrO,17493-Just2EZ,17494-vicious,14204-jet-,13692-Hiki;Mirage;Fragadelphia 12;2325343
20180804;1;PHD;Whatever It Takes;10:16;15130-PinheadLarry,17491-saggin_balls,16648-shrek,17492-fype,13379-WEGO;9500-ironmaN,14807-BooMie,2218-sfX,14303-Wreakveus,10622-PureR;Mirage;Fragadelphia 12;2325344
20180804;1;Big Frames;Flex Tape;11:16;10886-Nurfed,15097-Sidestep,13691-Church,14036-Welshyy,13218-PRDTR;17486-moso,17487-NicholasP,17488-K22G,17489-swordy,17490-mad4a;Cache;Fragadelphia 12;2325341
20180804;1;squad;Guerrilla Tactics;4:16;17481-A,17482-sailawayxv,17484-Manyak,17483-kilo,17485-ChwE;11037-Ematics,2647-b33f,16685-FIEND,17378-ReckMONSTER,17320-ALEKSANDAR;Inferno;Fragadelphia 12;2325342
20180804;1;iNTACT;Mentality;16:8;15255-Swahn,17044-Noxio,11035-Turismo,14203-Shakezullah,15436-optimus;13257-dVeeN,15052-DaneJoris,13307-Strings,17096-BASE,15051-w0w;Overpass;Fragadelphia 12;2325339
20180804;1;Whatever It Takes;Clout Chasers;11:16;9500-ironmaN,14807-BooMie,2218-sfX,14303-Wreakveus,10622-PureR;16904-MaestrO,17493-Just2EZ,17494-vicious,14204-jet-,13692-Hiki;Inferno;Fragadelphia 12;2325338
20180804;1;First Picks;Vital;11:16;15291-Anarchyz,15294-JJChinchilla,17474-eXploZioNz,17475-swift,15252-H8LESS;17476-NicKerVI,17477-JAYSSSON,17478-Kermi,17479-weapon,17480-Bice;Cache;Fragadelphia 12;2325340
