Snake,Oh My God,20180203,3,1.41,N/a,2.93,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/snake-league-of-legends-oh-my-god-league-of-legends-fkfLJd0m/
Suning Gaming,Royal Never Give Up,20180203,3,2.96,N/a,1.41,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/suning-gaming-league-of-legends-royal-never-give-up-league-of-legends-GbeHKxos/
Rogue Warriors,JD Gaming,20180203,3,2.29,N/a,1.64,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-jd-gaming-league-of-legends-pG8kPIxQ/
Vici Gaming,EDward Gaming,20180202,3,6.54,N/a,1.12,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/vici-gaming-league-of-legends-edward-gaming-league-of-legends-6P9oQbNJ/
FunPlus Phoenix,Bilibili Gaming,20180202,3,2.29,N/a,1.64,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/funplus-phoenix-leauge-of-legends-bilibili-gaming-league-of-legends-4KV21FpJ/
Vici Gaming,Oh My God,20180131,3,3.35,N/a,1.33,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/vici-gaming-league-of-legends-oh-my-god-league-of-legends-jHRb2eVC/
Suning Gaming,Invictus Gaming,20180131,3,4.22,N/a,1.23,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/suning-gaming-league-of-legends-invictus-gaming-league-of-legends-dfSf3yG6/
Bilibili Gaming,Snake,20180130,3,2.34,N/a,1.61,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/bilibili-gaming-league-of-legends-snake-league-of-legends-I3Tj4H00/
Topsports Gaming,LGD Gaming,20180130,3,3.57,N/a,1.30,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/topsports-gaming-league-of-legends-lgd-gaming-league-of-legends-0SYo5cof/
JD Gaming,Suning Gaming,20180129,3,1.54,N/a,2.52,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/jd-gaming-league-of-legends-suning-gaming-league-of-legends-Myzr6wWm/
Rogue Warriors,Royal Never Give Up,20180129,3,3.12,N/a,1.38,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-royal-never-give-up-league-of-legends-SEzv7JGs/
Oh My God,EDward Gaming,20180128,3,3.82,N/a,1.27,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/oh-my-god-league-of-legends-edward-gaming-league-of-legends-hMqCBa8Q/
Topsports Gaming,Invictus Gaming,20180128,3,5.97,N/a,1.14,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/topsports-gaming-league-of-legends-invictus-gaming-league-of-legends-Acf7CugK/
Vici Gaming,Snake,20180128,3,4.07,N/a,1.25,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/vici-gaming-league-of-legends-snake-league-of-legends-W6e3DLwE/
Rogue Warriors,LGD Gaming,20180127,3,1.41,N/a,2.96,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-lgd-gaming-league-of-legends-GhKPHkmj/
FunPlus Phoenix,Team WE,20180127,3,3.74,N/a,1.28,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/funplus-phoenix-leauge-of-legends-team-we-league-of-legends-403HkIo7/
Vici Gaming,Team WE,20180126,3,4.91,N/a,1.19,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/vici-gaming-league-of-legends-team-we-league-of-legends-MyECjbW0/
Bilibili Gaming,EDward Gaming,20180126,3,3.35,N/a,1.34,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/bilibili-gaming-league-of-legends-edward-gaming-league-of-legends-8Y98ivHf/
Bilibili Gaming,Oh My God,20180124,3,1.70,N/a,2.17,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/bilibili-gaming-league-of-legends-oh-my-god-league-of-legends-EBA4hK1l/
JD Gaming,Invictus Gaming,20180124,3,2.78,N/a,1.43,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/jd-gaming-league-of-legends-invictus-gaming-league-of-legends-zLB0g0nr/
LGD Gaming,Royal Never Give Up,20180123,3,5.53,N/a,1.15,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/lgd-gaming-league-of-legends-royal-never-give-up-league-of-legends-APGvBSHF/
Snake,Team WE,20180123,3,2.56,N/a,1.52,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/snake-league-of-legends-team-we-league-of-legends-WYHzC829/
Topsports Gaming,JD Gaming,20180122,3,3.75,N/a,1.28,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/topsports-gaming-league-of-legends-jd-gaming-league-of-legends-xCIWClm3/
Rogue Warriors,Suning Gaming,20180122,3,1.70,N/a,2.18,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-suning-gaming-league-of-legends-O8ESDUXd/
Snake,EDward Gaming,20180121,3,4.67,N/a,1.20,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/snake-league-of-legends-edward-gaming-league-of-legends-M3zpkoed/
FunPlus Phoenix,Oh My God,20180121,3,1.78,N/a,2.06,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/funplus-phoenix-leauge-of-legends-oh-my-god-league-of-legends-rDytjRuj/
Bilibili Gaming,Team WE,20180121,3,4.48,N/a,1.21,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/bilibili-gaming-league-of-legends-team-we-league-of-legends-EwXyi7Qq/
LGD Gaming,Suning Gaming,20180120,3,2.71,N/a,1.47,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/lgd-gaming-league-of-legends-suning-gaming-league-of-legends-CUpAemIS/
Rogue Warriors,Invictus Gaming,20180120,3,3.07,N/a,1.38,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-invictus-gaming-league-of-legends-U5e5dT2M/
Topsports Gaming,Royal Never Give Up,20180120,3,6.21,N/a,1.13,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/topsports-gaming-league-of-legends-royal-never-give-up-league-of-legends-IVi1c9mG/
FunPlus Phoenix,Snake,20180119,3,2.64,N/a,1.50,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/funplus-phoenix-leauge-of-legends-snake-league-of-legends-O8hcbkY9/
Oh My God,Team WE,20180119,3,3.62,N/a,1.30,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/oh-my-god-league-of-legends-team-we-league-of-legends-pIggaVI3/
JD Gaming,LGD Gaming,20180117,3,1.56,N/a,2.46,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/jd-gaming-league-of-legends-lgd-gaming-league-of-legends-Stal0B3c/
Rogue Warriors,Topsports Gaming,20180117,3,1.31,N/a,3.53,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/rogue-warriors-league-of-legends-topsports-gaming-league-of-legends-lj0p1ili/
FunPlus Phoenix,EDward Gaming,20180116,3,5.79,N/a,1.14,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/funplus-phoenix-leauge-of-legends-edward-gaming-league-of-legends-zmC2x8Bj/
Vici Gaming,Bilibili Gaming,20180116,3,1.98,N/a,1.84,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/vici-gaming-league-of-legends-bilibili-gaming-league-of-legends-Mq8bwldp/
Topsports Gaming,Suning Gaming,20180115,3,2.46,N/a,1.56,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/topsports-gaming-league-of-legends-suning-gaming-league-of-legends-G2VVsUmT/
Invictus Gaming,Royal Never Give Up,20180115,3,2.12,N/a,1.74,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league/invictus-gaming-league-of-legends-royal-never-give-up-league-of-legends-xCWRrAYM/
EDward Gaming,Royal Never Give Up,20170901,5,2.17,N/a,1.70,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-royal-never-give-up-league-of-legends-Ol2q92Q3/
Royal Never Give Up,Team WE,20170825,5,1.71,N/a,2.15,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-team-we-league-of-legends-f5WbkpgG/
EDward Gaming,Invictus Gaming,20170825,5,1.59,N/a,2.39,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-invictus-gaming-league-of-legends-2w2RAx33/
Team WE,Newbee,20170823,5,1.31,N/a,3.54,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-newbee-league-of-legends-pthp6e5L/
Oh My God,Invictus Gaming,20170823,5,2.59,N/a,1.51,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-invictus-gaming-league-of-legends-8fBF33Mm/
Newbee,Snake,20170822,5,1.36,N/a,3.20,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-snake-league-of-legends-63QXrGSE/
Invictus Gaming,Suning Gaming,20170822,5,1.18,N/a,4.96,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-suning-gaming-league-of-legends-SCRTqdD8/
Newbee,Royal Never Give Up,20170820,3,2.99,N/a,1.40,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-royal-never-give-up-league-of-legends-EupY1cig/
LGD Gaming,Oh My God,20170820,3,1.59,N/a,2.39,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-oh-my-god-league-of-legends-0xtU2wxm/
JD Gaming,Suning Gaming,20170820,3,1.66,N/a,2.25,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-suning-gaming-league-of-legends-IDjP3JMt/
DAN Gaming,Invictus Gaming,20170819,3,3.24,N/a,1.35,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-invictus-gaming-league-of-legends-lbCBpdMI/
EDward Gaming,Team WE,20170819,3,1.64,N/a,2.29,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-team-we-league-of-legends-SlBFqGyP/
Snake,IMay,20170819,3,1.58,N/a,2.41,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-imay-league-of-legends-G44c8aEP/
JD Gaming,Oh My God,20170818,3,3.11,N/a,1.38,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-oh-my-god-league-of-legends-6ZM6ox7C/
LGD Gaming,Royal Never Give Up,20170818,3,4.67,N/a,1.20,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-royal-never-give-up-league-of-legends-8l43nIi6/
Invictus Gaming,EDward Gaming,20170817,3,3.27,N/a,1.35,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-edward-gaming-league-of-legends-ER4ambx0/
Snake,Team WE,20170817,3,3.35,N/a,1.33,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-team-we-league-of-legends-zy6elvNg/
Snake,EDward Gaming,20170813,3,6.32,N/a,1.12,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-edward-gaming-league-of-legends-IaBjkK7m/
Invictus Gaming,IMay,20170813,3,1.55,N/a,2.48,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-imay-league-of-legends-v9Cnj0hs/
DAN Gaming,Team WE,20170813,3,7.64,N/a,1.09,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-team-we-league-of-legends-nDlJ7SNE/
Oh My God,Royal Never Give Up,20170812,3,2.78,N/a,1.45,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-royal-never-give-up-league-of-legends-Y9pF8888/
JD Gaming,LGD Gaming,20170812,3,2.27,N/a,1.65,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-lgd-gaming-league-of-legends-W46WqPV7/
Newbee,Suning Gaming,20170812,3,1.57,N/a,2.44,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-suning-gaming-league-of-legends-hE7Sp5G1/
DAN Gaming,EDward Gaming,20170811,3,5.79,N/a,1.14,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-edward-gaming-league-of-legends-6c9KnRok/
IMay,Team WE,20170811,3,3.71,N/a,1.29,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-team-we-league-of-legends-pl8Ooo1e/
Newbee,LGD Gaming,20170810,3,1.73,N/a,2.13,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-lgd-gaming-league-of-legends-nDSmhmOR/
Suning Gaming,Oh My God,20170810,3,4.23,N/a,1.23,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/suning-gaming-league-of-legends-oh-my-god-league-of-legends-OYJFm7Wr/
Newbee,Oh My God,20170806,3,2.49,N/a,1.55,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-oh-my-god-league-of-legends-hjTqgT8L/
Suning Gaming,LGD Gaming,20170806,3,2.21,N/a,1.68,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/suning-gaming-league-of-legends-lgd-gaming-league-of-legends-EaUuf9gF/
JD Gaming,Royal Never Give Up,20170806,3,4.73,N/a,1.20,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-royal-never-give-up-league-of-legends-dOZzekv9/
Invictus Gaming,Team WE,20170805,3,3.19,N/a,1.36,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-team-we-league-of-legends-hfqoYRWe/
IMay,EDward Gaming,20170805,3,4.20,N/a,1.24,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-edward-gaming-league-of-legends-IXzXeVO2/
DAN Gaming,Snake,20170805,3,2.19,N/a,1.69,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-snake-league-of-legends-4UnkXon2/
Suning Gaming,Royal Never Give Up,20170804,3,3.91,N/a,1.26,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/suning-gaming-league-of-legends-royal-never-give-up-league-of-legends-AVgtZ7Hk/
JD Gaming,Newbee,20170804,3,2.81,N/a,1.44,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-newbee-league-of-legends-Wvexzl2q/
DAN Gaming,IMay,20170803,3,1.97,N/a,1.85,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-imay-league-of-legends-0d46uAvM/
Snake,Invictus Gaming,20170803,3,3.43,N/a,1.32,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-invictus-gaming-league-of-legends-vm3AvUgS/
Team WE,Royal Never Give Up,20170730,3,1.53,N/a,2.55,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-royal-never-give-up-league-of-legends-IXE1tjPF/
Suning Gaming,Snake,20170730,3,1.91,N/a,1.91,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/suning-gaming-league-of-legends-snake-league-of-legends-4UAcsW99/
LGD Gaming,EDward Gaming,20170729,3,3.18,N/a,1.36,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-edward-gaming-league-of-legends-pEiFK82d/
Newbee,DAN Gaming,20170729,3,1.44,N/a,2.82,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-dan-gaming-league-of-legends-WGCkqhuc/
Oh My God,Invictus Gaming,20170729,3,1.52,N/a,2.56,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-invictus-gaming-league-of-legends-A7BgrCf3/
Team WE,Suning Gaming,20170728,3,1.22,N/a,4.42,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-suning-gaming-league-of-legends-C0g7MUXq/
Royal Never Give Up,Snake,20170728,3,1.23,N/a,4.23,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-snake-league-of-legends-6NhBLlmj/
IMay,Oh My God,20170727,3,3.50,N/a,1.31,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-oh-my-god-league-of-legends-zu2uRAPS/
Invictus Gaming,LGD Gaming,20170727,3,1.91,N/a,1.91,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-lgd-gaming-league-of-legends-hGCzSjAM/
Royal Never Give Up,IMay,20170723,3,1.19,N/a,4.76,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-imay-league-of-legends-EPDWSWfG/
EDward Gaming,Suning Gaming,20170723,3,1.17,N/a,5.25,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-suning-gaming-league-of-legends-pj9STCuA/
DAN Gaming,JD Gaming,20170722,3,1.49,N/a,2.65,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-jd-gaming-league-of-legends-OzLJVYAc/
Oh My God,Team WE,20170722,3,2.18,N/a,1.70,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-team-we-league-of-legends-6aAOUhQ3/
Snake,LGD Gaming,20170722,3,3.64,N/a,1.29,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-lgd-gaming-league-of-legends-C0HFWEei/
Newbee,Invictus Gaming,20170721,3,2.11,N/a,1.74,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-invictus-gaming-league-of-legends-bcTX7VIj/
IMay,Suning Gaming,20170721,3,2.78,N/a,1.45,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-suning-gaming-league-of-legends-K6UT8B3p/
Oh My God,Snake,20170720,3,1.19,N/a,4.76,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-snake-league-of-legends-vDn1DieT/
EDward Gaming,JD Gaming,20170720,3,1.11,N/a,6.77,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-jd-gaming-league-of-legends-0MmcEXuN/
EDward Gaming,Oh My God,20170716,3,1.63,N/a,2.31,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-oh-my-god-league-of-legends-6algFDQG/
Snake,Newbee,20170716,3,2.64,N/a,1.50,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-newbee-league-of-legends-hdpkGgBA/
Team WE,JD Gaming,20170715,3,1.21,N/a,4.57,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-jd-gaming-league-of-legends-AXfpHZe4/
DAN Gaming,Suning Gaming,20170715,3,1.54,N/a,2.51,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-suning-gaming-league-of-legends-WtdtIFtb/
IMay,LGD Gaming,20170715,3,2.55,N/a,1.53,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-lgd-gaming-league-of-legends-OGdxJeRi/
Royal Never Give Up,Invictus Gaming,20170714,3,1.50,N/a,2.62,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-invictus-gaming-league-of-legends-pQcYJyCo/
EDward Gaming,Newbee,20170714,3,1.35,N/a,3.28,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-newbee-league-of-legends-rLJkehZp/
JD Gaming,IMay,20170713,3,1.91,N/a,1.91,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-imay-league-of-legends-WriMCK4I/
LGD Gaming,DAN Gaming,20170713,3,2.08,N/a,1.76,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-dan-gaming-league-of-legends-xMiID0kC/
Royal Never Give Up,EDward Gaming,20170702,3,2.18,N/a,1.70,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-edward-gaming-league-of-legends-bVhEEtz6/
Newbee,Team WE,20170702,3,4.35,N/a,1.22,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-team-we-league-of-legends-tfb9FMKa/
Oh My God,DAN Gaming,20170701,3,1.36,N/a,3.21,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-dan-gaming-league-of-legends-23a5G25g/
Suning Gaming,Invictus Gaming,20170701,3,2.58,N/a,1.48,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/suning-gaming-league-of-legends-invictus-gaming-league-of-legends-8t01Hrjm/
JD Gaming,Snake,20170701,3,2.06,N/a,1.78,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/jd-gaming-league-of-legends-snake-league-of-legends-AesbIOzs/
Team WE,LGD Gaming,20170630,3,1.28,N/a,3.77,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-lgd-gaming-league-of-legends-4E4VM4SP/
Newbee,IMay,20170630,3,1.87,N/a,1.95,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-imay-league-of-legends-QN5RNpDJ/
Invictus Gaming,JD Gaming,20170629,3,1.42,N/a,2.93,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-jd-gaming-league-of-legends-x8Cqa1zJ/
DAN Gaming,Royal Never Give Up,20170629,3,2.04,N/a,1.79,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/dan-gaming-league-of-legends-royal-never-give-up-league-of-legends-bHDu0sLC/
Royal Never Give Up,JD Gaming,20170625,3,1.26,N/a,3.97,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-jd-gaming-league-of-legends-GhOz1N56/
LGD Gaming,Suning Gaming,20170625,3,1.67,N/a,2.09,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-suning-gaming-league-of-legends-2kKW13j0/
Oh My God,Newbee,20170625,3,1.36,N/a,3.21,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-newbee-league-of-legends-8SKS2qyf/
IMay,Snake,20170624,3,1.93,N/a,1.89,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-snake-league-of-legends-lQ4R456s/
Team WE,EDward Gaming,20170624,3,2.04,N/a,1.79,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-edward-gaming-league-of-legends-UyMO3PLm/
Invictus Gaming,DAN Gaming,20170624,3,1.64,N/a,2.29,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-dan-gaming-league-of-legends-nHIa9obQ/
Royal Never Give Up,Suning Gaming,20170623,3,1.29,N/a,3.39,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-suning-gaming-league-of-legends-hfJeARrK/
LGD Gaming,Newbee,20170623,3,1.85,N/a,1.97,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/lgd-gaming-league-of-legends-newbee-league-of-legends-viFiB7TD/
Invictus Gaming,Snake,20170622,3,1.54,N/a,2.51,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/invictus-gaming-league-of-legends-snake-league-of-legends-xny9nOjD/
Team WE,IMay,20170622,3,1.36,N/a,3.22,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-imay-league-of-legends-bex5m4y7/
Royal Never Give Up,Newbee,20170618,3,1.33,N/a,3.38,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-newbee-league-of-legends-jVYdkQ6f/
Oh My God,LGD Gaming,20170618,3,1.62,N/a,2.33,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-lgd-gaming-league-of-legends-86qhj6il/
EDward Gaming,Invictus Gaming,20170617,3,1.53,N/a,2.53,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-invictus-gaming-league-of-legends-vigMeSTQ/
Team WE,Snake,20170617,3,1.26,N/a,3.92,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-snake-league-of-legends-dWulinxr/
IMay,DAN Gaming,20170617,3,1.35,N/a,3.25,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-dan-gaming-league-of-legends-00fId8EK/
Newbee,JD Gaming,20170616,3,2.10,N/a,1.75,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/newbee-league-of-legends-jd-gaming-league-of-legends-rPaDclaE/
EDward Gaming,IMay,20170615,3,1.43,N/a,2.85,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-imay-league-of-legends-jVCRZp77/
Snake,DAN Gaming,20170615,3,1.52,N/a,2.56,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/snake-league-of-legends-dan-gaming-league-of-legends-xS8NzRi1/
IMay,Invictus Gaming,20170611,3,2.00,N/a,1.83,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/imay-league-of-legends-invictus-gaming-league-of-legends-f3JIy7xe/
EDward Gaming,Snake,20170611,3,1.42,N/a,2.91,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/edward-gaming-league-of-legends-snake-league-of-legends-My6BwT7r/
Team WE,DAN Gaming,20170611,3,1.14,N/a,5.93,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-dan-gaming-league-of-legends-GCKExmNl/
Royal Never Give Up,LGD Gaming,20170610,3,1.40,N/a,2.99,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/royal-never-give-up-league-of-legends-lgd-gaming-league-of-legends-KSJqr9aR/
Oh My God,JD Gaming,20170610,3,1.54,N/a,2.52,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/oh-my-god-league-of-legends-jd-gaming-league-of-legends-x4UvqkpL/
Team WE,Invictus Gaming,20170609,3,1.56,N/a,2.46,http://www.oddsportal.com/esports/china/league-of-legends-lol-pro-league-2017/team-we-league-of-legends-invictus-gaming-league-of-legends-UwRWpBF8/
